uniprot1	genesymbol1	geneid1	uniprot2	genesymbol2	geneid2	species	interaction_type	experiment
Q96RI1	NR1H4	9971	Q15788	NCOA1	8648	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0510:homogeneous time resolved fluorescence; 0364:inferred by curator
P37231	PPARG	5468	Q9Y4A8	NFE2L3	9603	human	0407:direct interaction	0686:unspecified method
Q13485	SMAD4	4089	P23769	GATA2	2624	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0007:anti tag coimmunoprecipitation; 0397:two hybrid array; 0004:affinity chromatography technology
P23246	SFPQ	6421	P08047	SP1	6667	human	0915:physical association	0004:affinity chromatography technology
P14653	HOXB1	3211	P04150	NR3C1	2908	human	0915:physical association	0004:affinity chromatography technology
Q04206	RELA	5970	Q02447	SP3	6670	human	0915:physical association	0004:affinity chromatography technology
Q9Y2K1	ZBTB1	22890	O95785	WIZ	58525	human	0915:physical association	0004:affinity chromatography technology
Q5T6U8	HMGA1	3159	P10276	RARA	5914	human	0407:direct interaction	0018:two hybrid; 0096:pull down
P51608	MECP2	4204	Q02447	SP3	6670	human	0915:physical association	0004:affinity chromatography technology
Q9NP62	GCM1	8521	P63279	UBE2I	7329	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
Q15596	NCOA2	10499	Q96RN5	MED15	51586	human	0915:physical association	0364:inferred by curator
Q92793	CREBBP	1387	Q8NEZ4	KMT2C	58508	human	0915:physical association	0364:inferred by curator
Q8TE12	LMX1A	4009	P15923	TCF3	6929	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q8BHY2	Noc4l	100608	Q921E6	Eed	13626	mouse	0915:physical association	0004:affinity chromatography technology
P25490	YY1	7528	P84022	SMAD3	4088	human	0915:physical association; 0407:direct interaction	0096:pull down; 0676:tandem affinity purification; 0004:affinity chromatography technology
Q9NQ69	LHX9	56956	Q86U70	LDB1	8861	human	0915:physical association	0004:affinity chromatography technology
Q6ZQN5	FOXI2	399823	P57740	NUP107	57122	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q14686	NCOA6	23054	Q99929	ASCL2	430	human	0915:physical association; 0914:association	0401:biochemical; 0004:affinity chromatography technology
P52927	Hmga2	15364	Q08024	Cbfb	12400	mouse	0914:association	0096:pull down
P09874	PARP1	142	P40337	VHL	7428	human	0915:physical association	0004:affinity chromatography technology
Q9UNY4	TTF2	8458	Q14919	DRAP1	10589	human	0915:physical association; 0407:direct interaction	0018:two hybrid
P08047	SP1	6667	P25490	YY1	7528	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
Q15583	TGIF1	7050	Q13363	CTBP1	1487	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0019:coimmunoprecipitation; 0004:affinity chromatography technology
P13056	NR2C1	7181	Q92769	HDAC2	3066	human	0915:physical association	0004:affinity chromatography technology
Q13118	KLF10	7071	Q9UGL1	KDM5B	10765	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P05412	JUN	3725	Q6P1J9	CDC73	79577	human	0914:association	0006:anti bait coimmunoprecipitation
O95238	SPDEF	25803	P10275	AR	367	human	0407:direct interaction	0096:pull down
Q9UBB5	MBD2	8932	Q96ST3	SIN3A	25942	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q00613	HSF1	3297	Q13547	HDAC1	3065	human	0915:physical association	0004:affinity chromatography technology
P43243	MATR3	9782	P49750	YLPM1	56252	human	0915:physical association	0004:affinity chromatography technology
Q9UBC3	DNMT3B	1789	Q13185	CBX3	11335	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P20823	HNF1A	6927	P01100	FOS	2353	human	0915:physical association	0004:affinity chromatography technology
Q5VUA4	ZNF318	24149	Q8N344	MIER2	54531	human	0915:physical association	0004:affinity chromatography technology
Q9UBX0	HESX1	8820	Q04724	TLE1	7088	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
O75362	ZNF217	7764	Q6IT96	HDAC1	3065	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
Q61286	Tcf12	21406	Q04886	Sox8	20681	mouse	0915:physical association	0004:affinity chromatography technology
Q8NAP3	ZBTB38	253461	Q96EB6	SIRT1	23411	human	0915:physical association	0004:affinity chromatography technology
Q9H334	FOXP1	27086	Q13330	MTA1	9112	human	0915:physical association	0004:affinity chromatography technology
Q15796	SMAD2	4087	Q8NFD5	ARID1B	57492	human	0915:physical association	0004:affinity chromatography technology
P29375	KDM5A	5927	Q06330	RBPJ	3516	human	0915:physical association; 0914:association; 0407:direct interaction	0401:biochemical; 0096:pull down; 0004:affinity chromatography technology
Q924K8	Mta3	116871	P20263	Pou5f1	18999	mouse	0915:physical association; 0914:association	0676:tandem affinity purification; 0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
Q04206	RELA	5970	P08107	HSPA1B	3304	human	0915:physical association	0004:affinity chromatography technology
Q99684	GFI1	2672	Q9NQX1	PRDM5	11107	human	0915:physical association	0018:two hybrid; 0006:anti bait coimmunoprecipitation; 0004:affinity chromatography technology
Q9P2K3	RCOR3	55758	Q9GZV8	PRDM14	63978	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 1112:two hybrid prey pooling approach; 0397:two hybrid array; 1356:validated two hybrid
Q16665	HIF1A	3091	Q9UBN7	HDAC6	10013	human	0915:physical association	0004:affinity chromatography technology
P78347	GTF2I	2969	Q93009	USP7	7874	human	0915:physical association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P55055	NR1H2	7376	P19793	RXRA	6256	human	0407:direct interaction	0018:two hybrid; 0096:pull down
P04637	TP53	7157	P15884	TCF4	6925	human	0915:physical association; 0914:association; 0407:direct interaction	0096:pull down; 0676:tandem affinity purification; 0004:affinity chromatography technology
P43120	Hhex	15242	Q04886	Sox8	20681	mouse	0915:physical association	0004:affinity chromatography technology
O60264	SMARCA5	8467	Q01826	SATB1	6304	human	0407:direct interaction	0096:pull down
Q9Y242	TCF19	6941	Q53G26	DNAJA3	9093	human	0407:direct interaction	0018:two hybrid
P58317	ZNF121	7675	P01106	MYC	4609	human	0915:physical association; 0914:association	0018:two hybrid; 0676:tandem affinity purification; 0004:affinity chromatography technology
P12755	SKI	6497	P62987	UBA52	7311	human	0915:physical association	0364:inferred by curator
Q00653	NFKB2	4791	Q04864	REL	5966	human	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0676:tandem affinity purification; 0004:affinity chromatography technology
Q13761	RUNX3	864	P36402	TCF7	6932	human	0915:physical association	0007:anti tag coimmunoprecipitation
Q12968	NFATC3	4775	Q08209	PPP3CA	5530	human	0915:physical association	0364:inferred by curator
Q9UKL0	RCOR1	23186	P17542	TAL1	6886	human	0915:physical association	0004:affinity chromatography technology
P10070	GLI2	2736	Q15796	SMAD2	4087	human	0914:association	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation
Q15910	EZH2	2146	P01106	MYC	4609	human	0914:association	0402:chromatin immunoprecipitation assay
O88609	Lmx1b	16917	O35137	Alx4	11695	mouse	0407:direct interaction	0018:two hybrid
Q9P2K3	RCOR3	55758	Q6IT96	HDAC1	3065	human	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P70396	Dlx5	13395	Q9WUU6	Hnf4g	30942	mouse	0407:direct interaction	0018:two hybrid
Q8TE85	GRHL3	57822	Q6ISB3	GRHL2	79977	human	0407:direct interaction	0018:two hybrid; 0096:pull down
P09631	Hoxa9	15405	P63015	Pax6	18508	mouse	0407:direct interaction	0018:two hybrid
P37231	PPARG	5468	O15379	HDAC3	8841	human	0915:physical association; 0407:direct interaction	0096:pull down; 0415:enzymatic study; 0364:inferred by curator; 0004:affinity chromatography technology
P10275	AR	367	Q13888	GTF2H2C	728340	human	0407:direct interaction	0096:pull down
P10275	AR	367	Q13889	GTF2H3	2967	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P20226	TBP	6908	P26367	PAX6	5080	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P17861	XBP1	7494	Q92830	KAT2A	2648	human	0915:physical association	0004:affinity chromatography technology
P17861	XBP1	7494	Q92831	KAT2B	8850	human	0915:physical association	0004:affinity chromatography technology
P19793	RXRA	6256	Q15291	RBBP5	5929	human	0915:physical association	0364:inferred by curator
Q8IZD2	KMT2E	55904	Q9UBL3	ASH2L	9070	human	0915:physical association	0364:inferred by curator
O08785	Clock	12753	P97784	Cry1	12952	mouse	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0018:two hybrid; 0728:gal4 vp16 complementation; 0004:affinity chromatography technology
Q99459	CDC5L	988	Q6ZW49	PAXIP1	22976	human	0915:physical association	0004:affinity chromatography technology
O94776	MTA2	9219	Q92769	HDAC2	3066	human	0915:physical association; 0914:association; 0407:direct interaction	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation; 0364:inferred by curator; 0401:biochemical; 0096:pull down; 0004:affinity chromatography technology
Q8BL48	Unk	217331	Q99LX0	Park7	57320	mouse	0915:physical association	0004:affinity chromatography technology
P08047	SP1	6667	Q9UL17	TBX21	30009	human	0915:physical association	0004:affinity chromatography technology
P84022	SMAD3	4088	Q12830	BPTF	2186	human	0407:direct interaction	0096:pull down
P10275	AR	367	P38398	BRCA1	672	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q61066	Nr0b1	11614	Q99LI5	Zfp281	226442	mouse	0915:physical association	0007:anti tag coimmunoprecipitation
P15806	Tcf3	21423	Q60973	Rbbp7	245688	mouse	0915:physical association	0004:affinity chromatography technology
P15806	Tcf3	21423	Q60972	Rbbp4	19646	mouse	0915:physical association	0004:affinity chromatography technology
Q14527	HLTF	6596	Q01844	EWSR1	2130	human	0407:direct interaction	0018:two hybrid
P53762	Arnt	11863	Q61045	Sim1	20464	mouse	0915:physical association	0018:two hybrid; 0019:coimmunoprecipitation
Q9C0K0	BCL11B	64919	Q9UBN7	HDAC6	10013	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P15622	ZNF250	58500	P49910	ZNF165	7718	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach
Q8NFD5	ARID1B	57492	Q86VP6	CAND1	55832	human	0915:physical association	0004:affinity chromatography technology
Q9HCD5	NCOA5	57727	O14862	AIM2	9447	human	0914:association	0007:anti tag coimmunoprecipitation
Q8BL48	Unk	217331	Q924H7	Wac	225131	mouse	0915:physical association	0004:affinity chromatography technology
P09086	POU2F2	5452	O60583	CCNT2	905	human	0915:physical association	0364:inferred by curator
P17480	UBTF	7343	P32780	GTF2H1	2965	human	0915:physical association	0364:inferred by curator
Q92793	CREBBP	1387	Q96PN7	TRERF1	55809	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P48432	Sox2	20674	O35137	Alx4	11695	mouse	0407:direct interaction	0018:two hybrid
Q12772	SREBF2	6721	P16220	CREB1	1385	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach
Q9WU42	Ncor2	20602	Q8C2B3	Hdac7	56233	mouse	0915:physical association	0007:anti tag coimmunoprecipitation
F1D8N6	NR4A2	4929	P62826	RAN	5901	human	0915:physical association	0034:display technology
Q8BX22	Sall4	99377	P59178	L3mbtl2	214669	mouse	0915:physical association	0004:affinity chromatography technology
O75593	FOXH1	8928	P27986	PIK3R1	5295	human	0915:physical association	0081:peptide array
Q86VP1	TAX1BP1	8887	Q9Y6K9	IKBKG	8517	human	0915:physical association; 0407:direct interaction	0018:two hybrid
P01106	MYC	4609	P25208	NFYB	4801	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P42224	STAT1	6772	P25963	NFKBIA	4792	human	0915:physical association	0004:affinity chromatography technology
Q92793	CREBBP	1387	O43524	FOXO3	2309	human	0915:physical association; 0914:association; 0407:direct interaction	0006:anti bait coimmunoprecipitation; 0686:unspecified method; 0676:tandem affinity purification; 0114:x-ray crystallography; 0004:affinity chromatography technology
Q16621	NFE2	4778	Q9Y4A8	NFE2L3	9603	human	0407:direct interaction	0055:fluorescent resonance energy transfer; 0081:peptide array
P84022	SMAD3	4088	P31749	AKT1	207	human	0915:physical association	0813:proximity ligation assay; 0004:affinity chromatography technology
O94842	TOX4	9878	P16220	CREB1	1385	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach
P49711	CTCF	10664	Q9NRC8	SIRT7	51547	human	0915:physical association	0004:affinity chromatography technology
O75461	E2F6	1876	Q14186	TFDP1	7027	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 1112:two hybrid prey pooling approach; 0397:two hybrid array; 1356:validated two hybrid; 0398:two hybrid pooling approach; 0096:pull down; 0004:affinity chromatography technology
Q969J2	ZKSCAN4	387032	P57086	SCAND1	51282	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 1112:two hybrid prey pooling approach; 0397:two hybrid array; 1356:validated two hybrid
Q5D1E8	ZC3H12A	80149	O14980	XPO1	7514	human	0915:physical association	0004:affinity chromatography technology
Q9UJU5	FOXD3	27022	P31276	HOXC13	3229	human	0914:association	0676:tandem affinity purification
Q9NVV9	THAP1	55145	A0A1B0GUU1	ZNF385C	201181	human	0915:physical association; 0407:direct interaction	0018:two hybrid
Q01201	RELB	5971	Q15022	SUZ12	23512	human	0915:physical association	0004:affinity chromatography technology
Q01147	Creb1	12912	Q04887	Sox9	20682	mouse	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P41134	ID1	3397	P43694	GATA4	2626	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
Q62231	Six1	20471	P70660	Neurog1	18014	mouse	0915:physical association	0004:affinity chromatography technology
Q13330	MTA1	9112	Q00987	MDM2	4193	human	0915:physical association	0004:affinity chromatography technology
Q14469	HES1	3280	Q6IT96	HDAC1	3065	human	0915:physical association	0004:affinity chromatography technology
O95983	MBD3	53615	P48431	SOX2	6657	human	0915:physical association	0004:affinity chromatography technology
Q96BT3	CENPT	80152	P53350	PLK1	5347	human	0915:physical association	0364:inferred by curator
Q969J2	ZKSCAN4	387032	Q15554	TERF2	7014	human	0915:physical association	0004:affinity chromatography technology
Q15797	SMAD1	4086	O15054	KDM6B	23135	human	0915:physical association	0004:affinity chromatography technology
P15336	ATF2	1386	Q5T230	UTF1	8433	human	0407:direct interaction	0018:two hybrid; 0096:pull down
O95628	CNOT4	4850	P62837	UBE2D2	7322	human	0915:physical association; 0914:association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0114:x-ray crystallography; 0397:two hybrid array
Q8N344	MIER2	54531	P51587	BRCA2	675	human	0915:physical association	0004:affinity chromatography technology
Q01167	FOXK2	3607	Q13952	NFYC	4802	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q14527	HLTF	6596	P0CG48	UBC	7316	human	0407:direct interaction	0415:enzymatic study
Q60591	Nfatc2	18019	Q99JB6	Foxp3	20371	mouse	0915:physical association	0004:affinity chromatography technology
Q9Y2K1	ZBTB1	22890	Q01844	EWSR1	2130	human	0407:direct interaction	0018:two hybrid
Q3UNW5	Tfcp2l1	81879	Q9D1P2	Kat8	67773	mouse	0914:association	0007:anti tag coimmunoprecipitation
P06401	PGR	5241	Q13569	TDG	6996	human	0407:direct interaction	0096:pull down
